order_id,customer_id,order_date,order_value,category,payment_method,delivery_confirmed,new_device,is_returned,return_date,return_reason,days_to_return,is_chargeback,chargeback_reason
ORD00568,CUST0137,2026-06-19,7230.11,Home & Kitchen,Wallet,1,1,1,2026-07-17,Size issue,28,0,
ORD00569,CUST0137,2026-06-14,499.76,Beauty,Wallet,1,0,1,2026-07-05,Better price found,21,0,
ORD00570,CUST0138,2026-07-30,459.72,Grocery,Wallet,1,1,1,2026-08-27,Better price found,28,0,
ORD00571,CUST0138,2026-07-30,1614.95,Beauty,NetBanking,1,0,0,,,,0,
ORD00572,CUST0138,2026-07-12,2158.2,Beauty,Card,1,1,1,2026-08-08,Not as described,27,0,
ORD00573,CUST0138,2026-08-05,20038.81,Electronics,UPI,0,0,1,2026-08-29,Wrong item sent,24,0,
ORD00574,CUST0139,2026-07-01,722.67,Grocery,Wallet,1,0,0,,,,0,
ORD00575,CUST0139,2026-08-15,2396.08,Beauty,NetBanking,1,0,1,2026-08-28,Better price found,13,0,
ORD00576,CUST0139,2026-06-10,2116.36,Grocery,Wallet,1,0,1,2026-06-20,Not as described,10,0,
ORD00577,CUST0139,2026-07-10,394.9,Beauty,Wallet,1,0,0,,,,0,
ORD00578,CUST0139,2026-06-28,5379.94,Fashion,UPI,1,0,0,,,,0,
ORD00579,CUST0140,2026-07-20,1508.14,Grocery,NetBanking,1,0,0,,,,0,
ORD00580,CUST0140,2026-07-26,7926.2,Home & Kitchen,Wallet,1,0,0,,,,0,
ORD00581,CUST0140,2026-08-10,3035.42,Electronics,NetBanking,1,0,0,,,,0,
ORD00582,CUST0141,2026-08-29,1076.53,Grocery,Wallet,1,0,0,,,,0,
ORD00583,CUST0141,2026-06-23,589.39,Beauty,NetBanking,1,0,0,,,,0,
ORD00584,CUST0141,2026-08-25,1238.53,Fashion,UPI,0,0,0,,,,0,
ORD00585,CUST0141,2026-06-18,8763.25,Electronics,Wallet,1,0,0,,,,0,
ORD00586,CUST0142,2026-06-24,1626.36,Beauty,Wallet,1,0,0,,,,0,
ORD00587,CUST0142,2026-06-01,1320.67,Grocery,NetBanking,1,0,0,,,,0,
ORD00588,CUST0142,2026-06-05,1285.68,Grocery,Wallet,1,0,1,2026-06-15,Changed mind,10,0,
ORD00589,CUST0142,2026-07-30,333.85,Grocery,UPI,1,0,0,,,,0,
ORD00590,CUST0142,2026-08-25,31731.11,Electronics,NetBanking,1,0,0,,,,0,
ORD00591,CUST0143,2026-07-31,1635.46,Beauty,NetBanking,1,0,0,,,,0,
ORD00592,CUST0144,2026-06-22,32192.15,Electronics,NetBanking,1,1,1,2026-07-12,Wrong item sent,20,0,
ORD00593,CUST0144,2026-06-07,6547.61,Home & Kitchen,UPI,1,1,1,2026-06-29,Changed mind,22,0,
ORD00594,CUST0144,2026-06-17,810.28,Grocery,UPI,0,0,0,,,,0,
ORD00595,CUST0144,2026-08-24,2282.64,Beauty,Card,1,0,0,,,,0,
ORD00596,CUST0144,2026-06-11,3775.49,Fashion,Wallet,1,0,1,2026-07-06,Better price found,25,0,
ORD00597,CUST0144,2026-08-21,1659.71,Fashion,NetBanking,1,0,1,2026-09-10,Damaged item,20,0,
ORD00598,CUST0144,2026-07-22,1043.83,Beauty,Card,1,0,0,,,,0,
ORD00599,CUST0145,2026-08-07,233.22,Beauty,Wallet,1,0,0,,,,0,
ORD00600,CUST0145,2026-06-06,41543.91,Electronics,Wallet,1,0,0,,,,0,
ORD00601,CUST0146,2026-07-05,13724.44,Electronics,Wallet,1,0,0,,,,0,
ORD00602,CUST0146,2026-08-15,3359.74,Fashion,Card,1,0,1,2026-08-18,Size issue,3,0,
ORD00603,CUST0146,2026-06-02,473.56,Beauty,Wallet,1,0,0,,,,0,
ORD00604,CUST0146,2026-06-05,29014.68,Electronics,Card,0,0,0,,,,0,
ORD00605,CUST0147,2026-06-12,455.28,Grocery,Card,1,0,0,,,,0,
ORD00606,CUST0147,2026-07-30,29828.78,Electronics,Wallet,1,0,0,,,,0,
ORD00607,CUST0147,2026-07-03,6441.59,Fashion,UPI,1,1,0,,,,1,Item not received
ORD00608,CUST0147,2026-08-02,6342.05,Fashion,Wallet,0,1,1,2026-08-27,Better price found,25,0,
ORD00609,CUST0148,2026-06-14,6062.62,Electronics,NetBanking,1,0,1,2026-06-23,Not as described,9,0,
ORD00610,CUST0148,2026-08-23,42181.54,Electronics,NetBanking,1,0,0,,,,0,
ORD00611,CUST0148,2026-06-01,1812.87,Grocery,Wallet,1,0,0,,,,0,
ORD00612,CUST0149,2026-08-09,518.19,Fashion,Wallet,1,0,0,,,,0,
